No.;Time;;time 1;time 2;delay;;delay 1;delay 2;jitter
33375;129,297493;;129,297493;129,297686;0,000193;;-0,006077;0,00627;0,012347
33376;129,297686;;129,297686;129,303956;0,00627;;0,00627;-0,006211;-0,012481
33379;129,303956;;129,303956;129,303956;0;;-0,006211;-0,141258;-0,135047
33380;129,303956;;129,303956;129,310167;0,006211;;-0,141258;0,147468;0,288726
33384;129,310167;;129,310167;129,457636;0,147469;;0,147468;1E-06;-0,147467
33392;129,457636;;129,457636;129,457637;1E-06;;1E-06;0;-1E-06
33393;129,457637;;129,457637;129,457637;0;;0;0;0
33394;129,457637;;129,457637;129,457637;0;;0;0;0
33395;129,457637;;129,457637;129,457637;0;;0;0;0
33396;129,457637;;129,457637;129,457637;0;;0;0;0
33397;129,457637;;129,457637;129,457637;0;;0;-1E-06;-1E-06
33398;129,457637;;129,457637;129,457637;0;;-1E-06;1E-06;2E-06
33399;129,457637;;129,457637;129,457638;1E-06;;1E-06;0;-1E-06
33400;129,457638;;129,457638;129,457638;0;;0;-3E-06;-3E-06
33401;129,457638;;129,457638;129,457638;0;;-3E-06;-0,000142;-0,000139
33402;129,457638;;129,457638;129,457641;3E-06;;-0,000142;-0,342775;-0,342633
33413;129,457641;;129,457641;129,457786;0,000145;;-0,342775;0,249365;0,59214
33414;129,457786;;129,457786;129,800706;0,34292;;0,249365;0,059323;-0,190042
33507;129,800706;;129,800706;129,894261;0,093555;;0,059323;0,034231;-0,025092
33534;129,894261;;129,894261;129,928493;0,034232;;0,034231;1E-06;-0,03423
33555;129,928493;;129,928493;129,928494;1E-06;;1E-06;0;-1E-06
33556;129,928494;;129,928494;129,928494;0;;0;-9,8E-05;-9,8E-05
33557;129,928494;;129,928494;129,928494;0;;-9,8E-05;-0,145917;-0,145819
33558;129,928494;;129,928494;129,928592;9,8E-05;;-0,145917;0,146012;0,291929
33559;129,928592;;129,928592;130,074607;0,146015;;0,146012;2E-06;-0,14601
33576;130,074607;;130,074607;130,07461;3E-06;;2E-06;-5,9E-05;-6,1E-05
33585;130,07461;;130,07461;130,074611;1E-06;;-5,9E-05;-5,7E-05;2E-06
33586;130,074611;;130,074611;130,074671;6E-05;;-5,7E-05;9E-05;0,000147
33588;130,074671;;130,074671;130,074788;0,000117;;9E-05;-0,047983;-0,048073
33589;130,074788;;130,074788;130,074815;2,7E-05;;-0,047983;0,04798;0,095963
33590;130,074815;;130,074815;130,122825;0,04801;;0,04798;-0,004998;-0,052978
33630;130,122825;;130,122825;130,122855;3E-05;;-0,004998;0,004991;0,009989
33631;130,122855;;130,122855;130,127883;0,005028;;0,004991;-7,8E-05;-0,005069
33637;130,127883;;130,127883;130,12792;3,7E-05;;-7,8E-05;0,000102;0,00018
33638;130,12792;;130,12792;130,128035;0,000115;;0,000102;-0,00024;-0,000342
33639;130,128035;;130,128035;130,128048;1,3E-05;;-0,00024;0,000245;0,000485
33640;130,128048;;130,128048;130,128301;0,000253;;0,000245;-0,000257;-0,000502
33641;130,128301;;130,128301;130,128309;8E-06;;-0,000257;0,000257;0,000514
33642;130,128309;;130,128309;130,128574;0,000265;;0,000257;-0,049192;-0,049449
33643;130,128574;;130,128574;130,128582;8E-06;;-0,049192;0,049065;0,098257
33644;130,128582;;130,128582;130,177782;0,0492;;0,049065;-0,003732;-0,052797
33663;130,177782;;130,177782;130,177917;0,000135;;-0,003732;0,003828;0,00756
33664;130,177917;;130,177917;130,181784;0,003867;;0,003828;-0,076189;-0,080017
33667;130,181784;;130,181784;130,181823;3,9E-05;;-0,076189;0,076179;0,152368
33668;130,181823;;130,181823;130,258051;0,076228;;0,076179;-0,984302;-1,060481
33697;130,258051;;130,258051;130,2581;4,9E-05;;-0,984302;0,984282;1,968584
33698;130,2581;;130,2581;131,242451;0,984351;;0,984282;-0,022159;-1,006441
33946;131,242451;;131,242451;131,24252;6,9E-05;;-0,022159;0,022189;0,044348
33951;131,24252;;131,24252;131,264748;0,022228;;0,022189;-0,037433;-0,059622
33965;131,264748;;131,264748;131,264787;3,9E-05;;-0,037433;0,03743;0,074863
33966;131,264787;;131,264787;131,302259;0,037472;;0,03743;-0,005529;-0,042959
33976;131,302259;;131,302259;131,302301;4,2E-05;;-0,005529;0,005351;0,01088
33977;131,302301;;131,302301;131,307872;0,005571;;0,005351;-0,000141;-0,005492
33978;131,307872;;131,307872;131,308092;0,00022;;-0,000141;-0,010924;-0,010783
33979;131,308092;;131,308092;131,308453;0,000361;;-0,010924;0,011237;0,022161
33980;131,308453;;131,308453;131,319738;0,011285;;0,011237;-0,155237;-0,166474
33986;131,319738;;131,319738;131,319786;4,8E-05;;-0,155237;0,155285;0,310522
33987;131,319786;;131,319786;131,475071;0,155285;;0,155285;0;-0,155285
34002;131,475071;;131,475071;131,475071;0;;0;-1E-06;-1E-06
34003;131,475071;;131,475071;131,475071;0;;-1E-06;1E-06;2E-06
34005;131,475071;;131,475071;131,475072;1E-06;;1E-06;-0,000107;-0,000108
34006;131,475072;;131,475072;131,475072;0;;-0,000107;-0,000637;-0,00053
34007;131,475072;;131,475072;131,475179;0,000107;;-0,000637;-0,052071;-0,051434
34012;131,475179;;131,475179;131,475923;0,000744;;-0,052071;0,047967;0,100038
34013;131,475923;;131,475923;131,528738;0,052815;;0,047967;0,000196;-0,047771
34051;131,528738;;131,528738;131,533586;0,004848;;0,000196;-0,047876;-0,048072
34052;131,533586;;131,533586;131,538238;0,004652;;-0,047876;-0,070756;-0,02288
34062;131,538238;;131,538238;131,590766;0,052528;;-0,070756;0,123283;0,194039
34082;131,590766;;131,590766;131,71405;0,123284;;0,123283;1E-06;-0,123282
34090;131,71405;;131,71405;131,714051;1E-06;;1E-06;-6,7E-05;-6,8E-05
34091;131,714051;;131,714051;131,714051;0;;-6,7E-05;1,5E-05;8,2E-05
34092;131,714051;;131,714051;131,714118;6,7E-05;;1,5E-05;3,1E-05;1,6E-05
34093;131,714118;;131,714118;131,71417;5,2E-05;;3,1E-05;-0,00275;-0,002781
34094;131,71417;;131,71417;131,714191;2,1E-05;;-0,00275;0,00277;0,00552
34095;131,714191;;131,714191;131,716962;0,002771;;0,00277;1E-06;-0,002769
34096;131,716962;;131,716962;131,716963;1E-06;;1E-06;0;-1E-06
34097;131,716963;;131,716963;131,716963;0;;0;-0,0001;-0,0001
34098;131,716963;;131,716963;131,716963;0;;-0,0001;4E-05;0,00014
34099;131,716963;;131,716963;131,717063;0,0001;;4E-05;-0,000533;-0,000573
34103;131,717063;;131,717063;131,717123;6E-05;;-0,000533;0,000593;0,001126
34104;131,717123;;131,717123;131,717716;0,000593;;0,000593;-7,5E-05;-0,000668
34109;131,717716;;131,717716;131,717716;0;;-7,5E-05;-0,000476;-0,000401
34110;131,717716;;131,717716;131,717791;7,5E-05;;-0,000476;0,000513;0,000989
34114;131,717791;;131,717791;131,718342;0,000551;;0,000513;-0,017488;-0,018001
34121;131,718342;;131,718342;131,71838;3,8E-05;;-0,017488;0,01733;0,034818
34122;131,71838;;131,71838;131,735906;0,017526;;0,01733;9,8E-05;-0,017232
34123;131,735906;;131,735906;131,736102;0,000196;;9,8E-05;-0,05898;-0,059078
34124;131,736102;;131,736102;131,7362;9,8E-05;;-0,05898;0,059023;0,118003
34125;131,7362;;131,7362;131,795278;0,059078;;0,059023;-0,011524;-0,070547
34134;131,795278;;131,795278;131,795333;5,5E-05;;-0,011524;0,011504;0,023028
34135;131,795333;;131,795333;131,806912;0,011579;;0,011504;-0,000209;-0,011713
34138;131,806912;;131,806912;131,806987;7,5E-05;;-0,000209;-0,053653;-0,053444
34139;131,806987;;131,806987;131,807271;0,000284;;-0,053653;0,012161;0,065814
34140;131,807271;;131,807271;131,861208;0,053937;;0,012161;0,041739;0,029578
34161;131,861208;;131,861208;131,902984;0,041776;;0,041739;-0,027483;-0,069222
34181;131,902984;;131,902984;131,903021;3,7E-05;;-0,027483;-0,323382;-0,295899
34182;131,903021;;131,903021;131,930541;0,02752;;-0,323382;0,350901;0,674283
34186;131,930541;;131,930541;132,281443;0,350902;;0,350901;-5,3E-05;-0,350954
34300;132,281443;;132,281443;132,281444;1E-06;;-5,3E-05;-31,965662;-31,965609
34301;132,281444;;132,281444;132,281498;5,4E-05;;-31,965662;31,859342;63,825004
34304;132,281498;;132,281498;164,247214;31,965716;;31,859342;0,106267;-31,753075
43713;164,247214;;164,247214;164,353588;0,106374;;0,106267;-0,003834;-0,110101
43732;164,353588;;164,353588;164,353695;0,000107;;-0,003834;-0,049381;-0,045547
43733;164,353695;;164,353695;164,357636;0,003941;;-0,049381;-0,036229;0,013152
43734;164,357636;;164,357636;164,410958;0,053322;;-0,036229;0,089523;0,125752
43750;164,410958;;164,410958;164,500509;0,089551;;0,089523;-0,117032;-0,206555
43786;164,500509;;164,500509;164,500537;2,8E-05;;-0,117032;-0,190923;-0,073891
43787;164,500537;;164,500537;164,617597;0,11706;;-0,190923;-0,010347;0,180576
43834;164,617597;;164,617597;164,92558;0,307983;;-0,010347;0,009304;0,019651
43936;164,92558;;164,92558;165,24391;0,31833;;0,009304;0,308985;0,299681
43997;165,24391;;165,24391;165,552936;0,309026;;0,308985;-0,059988;-0,368973
44079;165,552936;;165,552936;165,552977;4,1E-05;;-0,059988;0,059989;0,119977
44080;165,552977;;165,552977;165,613006;0,060029;;0,059989;-0,016632;-0,076621
44100;165,613006;;165,613006;165,613046;4E-05;;-0,016632;-0,045217;-0,028585
44101;165,613046;;165,613046;165,629718;0,016672;;-0,045217;0,017058;0,062275
44105;165,629718;;165,629718;165,691607;0,061889;;0,017058;0,0447;0,027642
44123;165,691607;;165,691607;165,736438;0,044831;;0,0447;-0,002436;-0,047136
44140;165,736438;;165,736438;165,736569;0,000131;;-0,002436;-0,04472;-0,042284
44141;165,736569;;165,736569;165,739136;0,002567;;-0,04472;-0,018087;0,026633
44142;165,739136;;165,739136;165,786423;0,047287;;-0,018087;0,065308;0,083395
44163;165,786423;;165,786423;165,851797;0,065374;;0,065308;-0,031206;-0,096514
44181;165,851797;;165,851797;165,851863;6,6E-05;;-0,031206;-1,251158;-1,219952
44182;165,851863;;165,851863;165,883135;0,031272;;-1,251158;-0,117358;1,1338
44193;165,883135;;165,883135;167,165565;1,28243;;-0,117358;1,345988;1,463346
44575;167,165565;;167,165565;168,565353;1,399788;;1,345988;-1,002182;-2,34817
45026;168,565353;;168,565353;168,619153;0,0538;;-1,002182;0,235779;1,237961
45040;168,619153;;168,619153;169,675135;1,055982;;0,235779;0,820203;0,584424
45394;169,675135;;169,675135;170,495338;0,820203;;0,820203;-0,99893;-1,819133
45667;170,495338;;170,495338;170,495338;0;;-0,99893;0,958868;1,957798
45668;170,495338;;170,495338;171,494268;0,99893;;0,958868;-0,008027;-0,966895
45972;171,494268;;171,494268;171,53433;0,040062;;-0,008027;-1,863687;-1,85566
45977;171,53433;;171,53433;171,582419;0,048089;;-1,863687;0,435958;2,299645
45995;171,582419;;171,582419;173,494195;1,911776;;0,435958;0,772972;0,337014
46579;173,494195;;173,494195;174,970013;1,475818;;0,772972;-1,123178;-1,89615
47044;174,970013;;174,970013;175,672859;0,702846;;-1,123178;-5,891036;-4,767858
47253;175,672859;;175,672859;177,498883;1,826024;;-5,891036;-12,246607;-6,355571
47816;177,498883;;177,498883;185,215943;7,71706;;-12,246607;11,512819;23,759426
50285;185,215943;;185,215943;205,17961;19,963667;;11,512819;8,386775;-3,126044
53621;205,17961;;205,17961;213,630458;8,450848;;8,386775;-2,836698;-11,223473
55890;213,630458;;213,630458;213,694531;0,064073;;-2,836698;2,845998;5,682696
55906;213,694531;;213,694531;216,595302;2,900771;;2,845998;-0,007899;-2,853897
56839;216,595302;;216,595302;216,650075;0,054773;;-0,007899;0,062395;0,070294
56841;216,650075;;216,650075;216,712747;0,062672;;0,062395;-0,062556;-0,124951
56842;216,712747;;216,712747;216,713024;0,000277;;-0,062556;0,059619;0,122175
56843;216,713024;;216,713024;216,775857;0,062833;;0,059619;0,002957;-0,056662
56844;216,775857;;216,775857;216,779071;0,003214;;0,002957;-0,008567;-0,011524
56845;216,779071;;216,779071;216,779328;0,000257;;-0,008567;-0,023601;-0,015034
56846;216,779328;;216,779328;216,788152;0,008824;;-0,023601;0,022212;0,045813
56847;216,788152;;216,788152;216,820577;0,032425;;0,022212;0,010182;-0,01203
56848;216,820577;;216,820577;216,83079;0,010213;;0,010182;-0,005476;-0,015658
56849;216,83079;;216,83079;216,830821;3,1E-05;;-0,005476;-0,007413;-0,001937
56850;216,830821;;216,830821;216,836328;0,005507;;-0,007413;0,01292;0,020333
56851;216,836328;;216,836328;216,849248;0,01292;;0,01292;-4,2E-05;-0,012962
56852;216,849248;;216,849248;216,849248;0;;-4,2E-05;-0,004985;-0,004943
56853;216,849248;;216,849248;216,84929;4,2E-05;;-0,004985;0,004996;0,009981
56854;216,84929;;216,84929;216,854317;0,005027;;0,004996;-0,005553;-0,010549
56855;216,854317;;216,854317;216,854348;3,1E-05;;-0,005553;0,005584;0,011137
56856;216,854348;;216,854348;216,859932;0,005584;;0,005584;-4E-05;-0,005624
56857;216,859932;;216,859932;216,859932;0;;-4E-05;-9,938471;-9,938431
56858;216,859932;;216,859932;216,859972;4E-05;;-9,938471;-8,136873;1,801598
56859;216,859972;;216,859972;226,798483;9,938511;;-8,136873;18,051126;26,187999
58496;226,798483;;226,798483;244,873867;18,075384;;18,051126;-5,105638;-23,156764
59108;244,873867;;244,873867;244,898125;0,024258;;-5,105638;4,179841;9,285479
59124;244,898125;;244,898125;250,028021;5,129896;;4,179841;0,686205;-3,493636
60296;250,028021;;250,028021;250,978076;0,950055;;0,686205;0,249195;-0,43701
60634;250,978076;;250,978076;251,241926;0,26385;;0,249195;-0,034133;-0,283328
60678;251,241926;;251,241926;251,256581;0,014655;;-0,034133;0,002226;0,036359
60697;251,256581;;251,256581;251,305369;0,048788;;0,002226;-0,066571;-0,068797
60741;251,305369;;251,305369;251,351931;0,046562;;-0,066571;0,112974;0,179545
60754;251,351931;;251,351931;251,465064;0,113133;;0,112974;-0,00342;-0,116394
60791;251,465064;;251,465064;251,465223;0,000159;;-0,00342;-0,333308;-0,329888
60793;251,465223;;251,465223;251,468802;0,003579;;-0,333308;-0,00288;0,330428
60795;251,468802;;251,468802;251,805689;0,336887;;-0,00288;0,054246;0,057126
60802;251,805689;;251,805689;252,145456;0,339767;;0,054246;0,137428;0,083182
60807;252,145456;;252,145456;252,430977;0,285521;;0,137428;0,148017;0,010589
60833;252,430977;;252,430977;252,57907;0,148093;;0,148017;-0,000153;-0,14817
60890;252,57907;;252,57907;252,579146;7,6E-05;;-0,000153;0,000173;0,000326
60891;252,579146;;252,579146;252,579375;0,000229;;0,000173;-0,057087;-0,05726
60892;252,579375;;252,579375;252,579431;5,6E-05;;-0,057087;0,057083;0,11417
60894;252,579431;;252,579431;252,636574;0,057143;;0,057083;-0,000837;-0,05792
60907;252,636574;;252,636574;252,636634;6E-05;;-0,000837;0,000839;0,001676
60908;252,636634;;252,636634;252,637531;0,000897;;0,000839;-0,179539;-0,180378
60910;252,637531;;252,637531;252,637589;5,8E-05;;-0,179539;0,179597;0,359136
60911;252,637589;;252,637589;252,817186;0,179597;;0,179597;-8,8E-05;-0,179685
61001;252,817186;;252,817186;252,817186;0;;-8,8E-05;-0,017385;-0,017297
61002;252,817186;;252,817186;252,817274;8,8E-05;;-0,017385;0,017271;0,034656
61007;252,817274;;252,817274;252,834747;0,017473;;0,017271;-0,003135;-0,020406
61015;252,834747;;252,834747;252,834949;0,000202;;-0,003135;-0,0836;-0,080465
61016;252,834949;;252,834949;252,838286;0,003337;;-0,0836;0,086933;0,170533
61017;252,838286;;252,838286;252,925223;0,086937;;0,086933;4E-06;-0,086929
61091;252,925223;;252,925223;252,925227;4E-06;;4E-06;0;-4E-06
61098;252,925227;;252,925227;252,925227;0;;0;-0,017434;-0,017434
61099;252,925227;;252,925227;252,925227;0;;-0,017434;0,017394;0,034828
61100;252,925227;;252,925227;252,942661;0,017434;;0,017394;-3,9E-05;-0,017433
61112;252,942661;;252,942661;252,942701;4E-05;;-3,9E-05;6,3E-05;0,000102
61113;252,942701;;252,942701;252,94278;7,9E-05;;6,3E-05;-0,000405;-0,000468
61114;252,94278;;252,94278;252,942796;1,6E-05;;-0,000405;-0,011749;-0,011344
61115;252,942796;;252,942796;252,943217;0,000421;;-0,011749;0,012028;0,023777
61117;252,943217;;252,943217;252,955387;0,01217;;0,012028;-0,07118;-0,083208
61122;252,955387;;252,955387;252,955529;0,000142;;-0,07118;0,059227;0,130407
61129;252,955529;;252,955529;253,026851;0,071322;;0,059227;0,012041;-0,047186
61151;253,026851;;253,026851;253,038946;0,012095;;0,012041;-0,005302;-0,017343
61153;253,038946;;253,038946;253,039;5,4E-05;;-0,005302;0,005356;0,010658
61154;253,039;;253,039;253,044356;0,005356;;0,005356;-5,3E-05;-0,005409
61155;253,044356;;253,044356;253,044356;0;;-5,3E-05;-2,135717;-2,135664
61156;253,044356;;253,044356;253,044409;5,3E-05;;-2,135717;-3,094759;-0,959042
61157;253,044409;;253,044409;255,180179;2,13577;;-3,094759;-1,937646;1,157113
61171;255,180179;;255,180179;260,410708;5,230529;;-1,937646;7,064257;9,001903
62697;260,410708;;260,410708;267,578883;7,168175;;7,064257;0,103918;-6,960339
63496;267,578883;;267,578883;267,682801;0,103918;;0,103918;-0,706027;-0,809945
63497;267,682801;;267,682801;267,682801;0;;-0,706027;0,705987;1,412014
63498;267,682801;;267,682801;268,388828;0,706027;;0,705987;-4,5E-05;-0,706032
63500;268,388828;;268,388828;268,388868;4E-05;;-4,5E-05;7E-05;0,000115
63501;268,388868;;268,388868;268,388953;8,5E-05;;7E-05;-0,000225;-0,000295
63502;268,388953;;268,388953;268,388968;1,5E-05;;-0,000225;0,000226;0,000451
63503;268,388968;;268,388968;268,389208;0,00024;;0,000226;-0,005206;-0,005432
63504;268,389208;;268,389208;268,389222;1,4E-05;;-0,005206;0,005219;0,010425
63505;268,389222;;268,389222;268,394442;0,00522;;0,005219;0;-0,005219
63506;268,394442;;268,394442;268,394443;1E-06;;0;-5,3E-05;-5,3E-05
63507;268,394443;;268,394443;268,394444;1E-06;;-5,3E-05;-0,000151;-9,8E-05
63508;268,394444;;268,394444;268,394498;5,4E-05;;-0,000151;0,000205;0,000356
63509;268,394498;;268,394498;268,394703;0,000205;;0,000205;0;-0,000205
63510;268,394703;;268,394703;268,394703;0;;0;-4,9E-05;-4,9E-05
63511;268,394703;;268,394703;268,394703;0;;-4,9E-05;-0,000203;-0,000154
63512;268,394703;;268,394703;268,394752;4,9E-05;;-0,000203;0,000252;0,000455
63513;268,394752;;268,394752;268,395004;0,000252;;0,000252;-3,9E-05;-0,000291
63514;268,395004;;268,395004;268,395004;0;;-3,9E-05;-8,1E-05;-4,2E-05
63515;268,395004;;268,395004;268,395043;3,9E-05;;-8,1E-05;6,9E-05;0,00015
63516;268,395043;;268,395043;268,395163;0,00012;;6,9E-05;-4,2E-05;-0,000111
63517;268,395163;;268,395163;268,395214;5,1E-05;;-4,2E-05;5,3E-05;9,5E-05
63518;268,395214;;268,395214;268,395307;9,3E-05;;5,3E-05;-5,786294;-5,786347
63519;268,395307;;268,395307;268,395347;4E-05;;-5,786294;5,704075;11,490369
63520;268,395347;;268,395347;274,181681;5,786334;;5,704075;0,06526;-5,638815
64907;274,181681;;274,181681;274,26394;0,082259;;0,06526;0,016959;-0,048301
64959;274,26394;;274,26394;274,280939;0,016999;;0,016959;-0,007959;-0,024918
64962;274,280939;;274,280939;274,280979;4E-05;;-0,007959;-54,114113;-54,106154
64963;274,280979;;274,280979;274,288978;0,007999;;-54,114113;16,333044;70,447157
64964;274,288978;;274,288978;328,41109;54,122112;;16,333044;37,720151;21,387107
68069;328,41109;;328,41109;366,200158;37,789068;;37,720151;0,068862;-37,651289
68131;366,200158;;366,200158;366,269075;0,068917;;0,068862;-0,000163;-0,069025
68132;366,269075;;366,269075;366,26913;5,5E-05;;-0,000163;-0,311783;-0,31162
68133;366,26913;;366,26913;366,269348;0,000218;;-0,311783;0,212946;0,524729
68134;366,269348;;366,269348;366,581349;0,312001;;0,212946;0,00635;-0,206596
68136;366,581349;;366,581349;366,680404;0,099055;;0,00635;0,092482;0,086132
68137;366,680404;;366,680404;366,773109;0,092705;;0,092482;-0,001326;-0,093808
68138;366,773109;;366,773109;366,773332;0,000223;;-0,001326;-0,123785;-0,122459
68139;366,773332;;366,773332;366,774881;0,001549;;-0,123785;-0,125358;-0,001573
68140;366,774881;;366,774881;366,900215;0,125334;;-0,125358;0,246272;0,37163
68141;366,900215;;366,900215;367,150907;0,250692;;0,246272;-0,073544;-0,319816
68142;367,150907;;367,150907;367,155327;0,00442;;-0,073544;-0,152226;-0,078682
68143;367,155327;;367,155327;367,233291;0,077964;;-0,152226;0,180311;0,332537
68144;367,233291;;367,233291;367,463481;0,23019;;0,180311;-9,912961;-10,093272
68145;367,463481;;367,463481;367,51336;0,049879;;-9,912961;9,897541;19,810502
68146;367,51336;;367,51336;377,4762;9,96284;;9,897541;-0,178746;-10,076287
68172;377,4762;;377,4762;377,541499;0,065299;;-0,178746;0,193295;0,372041
68173;377,541499;;377,541499;377,785544;0,244045;;0,193295;-9,58492;-9,778215
68174;377,785544;;377,785544;377,836294;0,05075;;-9,58492;9,328323;18,913243
68175;377,836294;;377,836294;387,471964;9,63567;;9,328323;0,141135;-9,187188
68176;387,471964;;387,471964;387,779311;0,307347;;0,141135;0,166212;0,025077
68177;387,779311;;387,779311;387,945523;0,166212;;0,166212;-0,10717;-0,273382
68182;387,945523;;387,945523;387,945523;0;;-0,10717;0,062343;0,169513
68183;387,945523;;387,945523;388,052693;0,10717;;0,062343;-9,32358;-9,385923
68185;388,052693;;388,052693;388,09752;0,044827;;-9,32358;9,067816;18,391396
68188;388,09752;;388,09752;397,465927;9,368407;;9,067816;-0,008968;-9,076784
70729;397,465927;;397,465927;397,766518;0,300591;;-0,008968;0,082064;0,091032
70750;397,766518;;397,766518;398,076077;0,309559;;0,082064;0,216491;0,134427
70752;398,076077;;398,076077;398,303572;0,227495;;0,216491;-0,031137;-0,247628
70811;398,303572;;398,303572;398,314576;0,011004;;-0,031137;-9,075752;-9,044615
70819;398,314576;;398,314576;398,356717;0,042141;;-9,075752;9,039851;18,115603
70838;398,356717;;398,356717;407,47461;9,117893;;9,039851;-0,159823;-9,199674
74296;407,47461;;407,47461;407,552652;0,078042;;-0,159823;0,194017;0,35384
74309;407,552652;;407,552652;407,790517;0,237865;;0,194017;-9,598884;-9,792901
74369;407,790517;;407,790517;407,834365;0,043848;;-9,598884;9,339254;18,938138
74393;407,834365;;407,834365;417,477097;9,642732;;9,339254;0,285348;-9,053906
77126;417,477097;;417,477097;417,780575;0,303478;;0,285348;0,005997;-0,279351
77172;417,780575;;417,780575;417,798705;0,01813;;0,005997;-0,0317;-0,037697
77217;417,798705;;417,798705;417,810838;0,012133;;-0,0317;-9,567701;-9,536001
77237;417,810838;;417,810838;417,854671;0,043833;;-9,567701;9,299394;18,867095
77243;417,854671;;417,854671;427,466205;9,611534;;9,299394;0,012032;-9,287362
79361;427,466205;;427,466205;427,778345;0,31214;;0,012032;-0,299932;-0,311964
79374;427,778345;;427,778345;428,078453;0,300108;;-0,299932;-0,339004;-0,039072
79391;428,078453;;428,078453;428,678493;0,60004;;-0,339004;0,890974;1,229978
79416;428,678493;;428,678493;429,617537;0,939044;;0,890974;-0,000572;-0,891546
79453;429,617537;;429,617537;429,665607;0,04807;;-0,000572;-0,293465;-0,292893
79479;429,665607;;429,665607;429,714249;0,048642;;-0,293465;0,342073;0,635538
79481;429,714249;;429,714249;430,056356;0,342107;;0,342073;-7,416305;-7,758378
79517;430,056356;;430,056356;430,05639;3,4E-05;;-7,416305;7,368764;14,785069
79519;430,05639;;430,05639;437,472729;7,416339;;7,368764;-0,199534;-7,568298
80204;437,472729;;437,472729;437,520304;0,047575;;-0,199534;0,205862;0,405396
80227;437,520304;;437,520304;437,767413;0,247109;;0,205862;-9,627171;-9,833033
80280;437,767413;;437,767413;437,80866;0,041247;;-9,627171;9,62146;19,248631
80289;437,80866;;437,80866;447,477078;9,668418;;9,62146;-0,211453;-9,832913
82300;447,477078;;447,477078;447,524036;0,046958;;-0,211453;0,216002;0,427455
82317;447,524036;;447,524036;447,782447;0,258411;;0,216002;-9,601735;-9,817737
82400;447,782447;;447,782447;447,824856;0,042409;;-9,601735;9,592309;19,194044
82407;447,824856;;447,824856;457,469;9,644144;;9,592309;-0,230222;-9,822531
85636;457,469;;457,469;457,520835;0,051835;;-0,230222;0,24038;0,470602
85640;457,520835;;457,520835;457,802892;0,282057;;0,24038;-9,590243;-9,830623
85726;457,802892;;457,802892;457,844569;0,041677;;-9,590243;9,333233;18,923476
85750;457,844569;;457,844569;467,476489;9,63192;;9,333233;0,233691;-9,099542
88711;467,476489;;467,476489;467,775176;0,298687;;0,233691;0,001151;-0,23254
88737;467,775176;;467,775176;467,840172;0,064996;;0,001151;0,022336;0,021185
88755;467,840172;;467,840172;467,904017;0,063845;;0,022336;-7,154632;-7,176968
88770;467,904017;;467,904017;467,945526;0,041509;;-7,154632;7,195904;14,350536
88815;467,945526;;467,945526;475,141667;7,196141;;7,195904;-0,050455;-7,246359
91057;475,141667;;475,141667;475,141904;0,000237;;-0,050455;-2,235768;-2,185313
91058;475,141904;;475,141904;475,192596;0,050692;;-2,235768;2,231649;4,467417
91085;475,192596;;475,192596;477,479056;2,28646;;2,231649;-0,198195;-2,429844
91809;477,479056;;477,479056;477,533867;0,054811;;-0,198195;0,207008;0,405203
91821;477,533867;;477,533867;477,786873;0,253006;;0,207008;-9,586727;-9,793735
91903;477,786873;;477,786873;477,832871;0,045998;;-9,586727;9,577663;19,16439
91920;477,832871;;477,832871;487,465596;9,632725;;9,577663;-0,177129;-9,754792
94923;487,465596;;487,465596;487,520658;0,055062;;-0,177129;0,189541;0,36667
94941;487,520658;;487,520658;487,752849;0,232191;;0,189541;-9,628933;-9,818474
95017;487,752849;;487,752849;487,795499;0,04265;;-9,628933;9,625258;19,254191
95027;487,795499;;487,795499;497,467082;9,671583;;9,625258;-0,229938;-9,855196
98131;497,467082;;497,467082;497,513407;0,046325;;-0,229938;0,231026;0,460964
98148;497,513407;;497,513407;497,78967;0,276263;;0,231026;-9,585281;-9,816307
98232;497,78967;;497,78967;497,834907;0,045237;;-9,585281;9,573095;19,158376
98272;497,834907;;497,834907;507,465425;9,630518;;9,573095;-0,187197;-9,760292
101057;507,465425;;507,465425;507,522848;0,057423;;-0,187197;0,198779;0,385976
101082;507,522848;;507,522848;507,767468;0,24462;;0,198779;-9,618102;-9,816881
101170;507,767468;;507,767468;507,813309;0,045841;;-9,618102;9,613442;19,231544
101193;507,813309;;507,813309;517,477252;9,663943;;9,613442;-0,190563;-9,804005
104208;517,477252;;517,477252;517,527753;0,050501;;-0,190563;0,194177;0,38474
104228;517,527753;;517,527753;517,768817;0,241064;;0,194177;-9,607346;-9,801523
104296;517,768817;;517,768817;517,815704;0,046887;;-9,607346;9,576495;19,183841
104304;517,815704;;517,815704;527,469937;9,654233;;9,576495;-0,206938;-9,783433
104341;527,469937;;527,469937;527,547675;0,077738;;-0,206938;0,241642;0,44858
104342;527,547675;;527,547675;527,832351;0,284676;;0,241642;-9,557472;-9,799114
104343;527,832351;;527,832351;527,875385;0,043034;;-9,557472;9,543879;19,101351
104344;527,875385;;527,875385;537,475891;9,600506;;9,543879;-0,203222;-9,747101
104384;537,475891;;537,475891;537,532518;0,056627;;-0,203222;0,217081;0,420303
104385;537,532518;;537,532518;537,792367;0,259849;;0,217081;-9,598994;-9,816075
104386;537,792367;;537,792367;537,835135;0,042768;;-9,598994;9,588478;19,187472
